Threshold,Sample Efficiency,Percent Change
0.0,4.4242194412842874e-05,0.0
0.15,4.4242194412842874e-05,0.0
0.3,4.413331304215492e-05,-0.24610300671782812
0.44999999999999996,4.408221846327336e-05,-0.36159135344126553
0.6,4.3946504625233976e-05,-0.6683434027925692
0.75,4.368029739776952e-05,-1.2700477960700893
0.8999999999999999,4.5237059591126576e-05,2.2486795501149617
1.05,4.329379167027448e-05,-2.143661170416729
1.2,4.741476631293746e-05,7.1709189433280764
1.3499999999999999,4.784688995215311e-05,8.147641831852368
1.5,0.0,-100.0
